,단지코드,총세대수,임대건물구분,지역,공가수,도보 10분거리 내 지하철역 수(환승노선 수 반영),도보 10분거리 내 버스정류장 수,단지내주차면수,등록차량수,국민임대A,국민임대B,공공임대(50년)A,영구임대C,임대상가D,영구임대E,영구임대F,국민임대E,국민임대G,국민임대H,공공임대(10년)A,공공임대(분납)A,장기전세A,영구임대I,공공분양D,영구임대A,행복주택J,행복주택K,행복주택L,공공임대(5년)A,행복주택M,행복주택N,행복주택O,평균면적,평균임대보증금,평균임대료
1686,C2680,758,아파트,경상남도,19.0,0.0,7.0,564.0,590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.24709762532982,22048725.593667544,115416.4907651715
1689,C2631,812,아파트,경상남도,2.0,0.0,3.0,612.0,638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.73625615763547,20426721.674876846,103248.64532019704
1696,C2141,504,아파트,경상남도,2.0,0.0,6.0,445.0,495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.28333333333333,26544714.285714287,206454.7619047619
1700,C1569,631,아파트,경상남도,8.0,0.0,3.0,442.0,528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.19117274167987,13998939.778129952,95593.15372424723
1707,C2099,332,아파트,강원도,3.0,0.0,2.0,258.0,383.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32240963855422,12723506.024096385,104877.22891566265
1712,C2287,409,아파트,충청북도,18.0,0.0,3.0,330.0,284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.59342298288508,13627953.545232274,113428.67970660147
1719,C2055,773,아파트,충청북도,22.0,0.0,4.0,817.0,723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.684139715394565,23228993.531694695,169709.12031047867
1725,C1428,375,아파트,강원도,6.0,0.0,2.0,360.0,333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05224,19654925.333333332,163828.66666666666
1732,C2522,747,아파트,강원도,13.0,0.0,2.0,698.0,610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.449959839357426,19362184.73895582,158182.61044176706
1739,C2560,372,아파트,강원도,3.0,0.0,1.0,374.0,481.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.600967741935484,16727838.709677419,214235.48387096773
1741,C2068,434,아파트,강원도,3.0,0.0,1.0,384.0,594.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.84967741935483,19838580.64516129,235882.25806451612
1743,C2603,538,아파트,충청북도,9.0,0.0,2.0,393.0,509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.732007434944244,18537325.278810408,129137.02602230484
1749,C1965,498,아파트,충청북도,13.0,0.0,5.0,480.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.30939759036144,15797000.0,124788.55421686747
1754,C1660,718,아파트,경상남도,13.0,0.0,3.0,550.0,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.77220055710307,17491941.504178274,111799.86072423398
1762,C2378,818,아파트,경기도,25.0,0.0,12.0,640.0,901.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.37466992665037,18597623.47188264,236875.08557457212
1766,C1268,1035,아파트,경기도,21.0,0.0,16.0,911.0,934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.056637681159415,18430182.608695652,188233.6231884058
1772,C1994,431,아파트,경상남도,3.0,0.0,1.0,319.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.53262180974478,16408714.617169373,106104.36194895592
1776,C1837,467,아파트,경상남도,21.0,0.0,4.0,366.0,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.51417558886509,14624143.46895075,125003.06209850108
1782,C1000,566,아파트,충청북도,10.0,0.0,1.0,438.0,481.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.175229681978806,11897252.650176678,107462.27915194347
1789,C1465,861,아파트,충청북도,26.0,0.0,4.0,812.0,557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23169570267132,19373606.271777004,149684.80836236934
1795,C1448,1116,아파트,광주광역시,25.0,0.0,2.0,1050.0,1284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.67869175627241,29277505.376344085,164258.9964157706
1804,C1516,456,아파트,전라남도,8.0,0.0,1.0,367.0,475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.41416666666667,9786074.56140351,78749.4298245614
1809,C2670,648,아파트,전라북도,9.0,0.0,2.0,600.0,435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.569629629629624,16239962.962962963,114225.55555555556
1814,C1365,875,아파트,경기도,5.0,0.0,2.0,903.0,945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.92012571428572,53779358.85714286,340142.5028571429
1824,C1177,1668,아파트,대전광역시,17.0,1.0,10.0,1756.0,1044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.63935851318945,27255726.618705034,179041.103117506
1840,C1360,443,아파트,경상북도,22.0,0.0,2.0,362.0,375.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.10593679458239,14131178.329571106,100778.23927765236
1846,C2488,1215,아파트,광주광역시,28.0,0.0,4.0,1105.0,1023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3145267489712,52178189.30041152,76575.39094650206
1854,C1406,1647,아파트,대전광역시,13.0,0.0,2.0,1741.0,1350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.405610200364286,27027850.03035823,150981.80327868852
1868,C1566,462,아파트,전라남도,13.0,0.0,6.0,387.0,284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.11922077922078,14630216.45021645,105660.12987012987
1874,C1227,806,아파트,경상남도,7.0,0.0,1.0,707.0,823.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.59558312655087,21808465.260545906,229657.22084367246
1883,C2460,1017,아파트,경기도,17.0,0.0,3.0,879.0,793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.968711897738444,36325550.63913471,247358.5545722714
1889,C2486,589,아파트,경상남도,2.0,0.0,4.0,515.0,587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.98482173174873,22309482.173174873,232636.80814940578
1899,C2106,504,아파트,충청북도,18.0,0.0,2.0,434.0,353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.57349206349207,12111484.126984127,103752.77777777778
1904,C1572,937,아파트,경상남도,32.0,0.0,3.0,770.0,479.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.645453575240126,37551807.89754536,76641.73959445038
1910,C1773,840,아파트,경기도,15.0,0.0,4.0,772.0,614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.95529761904761,29663489.285714287,286476.6904761905
1919,C1677,1144,아파트,경기도,9.0,0.0,4.0,1039.0,1101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.17561188811188,29854120.62937063,257134.66783216782
1930,C1823,553,아파트,충청북도,14.0,0.0,3.0,584.0,652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.61249547920434,19717482.820976492,153155.75045207958
1936,C1344,424,아파트,서울특별시,0.0,0.0,3.0,467.0,509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.15898580188679,118682566.5518868,430622.66316037736
1942,C2692,499,아파트,경상북도,19.0,0.0,2.0,409.0,437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.510240480961926,13341228.456913827,102301.10220440882
1947,C2505,200,아파트,경상북도,2.0,0.0,2.0,153.0,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1965,10031250.0,84545.0
1952,C2587,603,아파트,경상북도,23.0,0.0,3.0,506.0,589.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.51069651741294,18598666.666666668,122769.83416252072
1959,C2127,700,아파트,경상남도,21.0,0.0,2.0,592.0,403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.97691428571429,18740594.285714287,157237.2
1965,C1316,107,아파트,충청남도,7.0,0.0,2.0,27.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.60738317757009,34825510.280373834,33401.86915887851
1967,C1674,318,아파트,전라남도,4.0,0.0,1.0,262.0,322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.50817610062892,13016465.408805031,103668.8679245283
1973,C1713,656,아파트,경상남도,2.0,0.0,1.0,527.0,566.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.51182926829268,14529064.024390243,139566.6463414634
1979,C1845,306,아파트,강원도,0.0,0.0,3.0,248.0,277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0135294117647,19120568.62745098,223888.82352941178
1983,C2082,970,아파트,경기도,19.0,0.0,2.0,845.0,822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08336082474227,38670816.49484536,263041.54639175255
1989,C1328,992,아파트,경기도,36.0,0.0,15.0,871.0,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.986794354838715,65818409.27419355,138239.4758064516
2000,C2357,533,아파트,부산광역시,25.0,1.0,2.0,484.0,345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.488686679174485,77731688.55534708,247673.92120075048
2006,C2565,1006,아파트,경상북도,33.0,0.0,3.0,915.0,1090.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.78068588469184,20177237.574552685,196099.662027833
2018,C1804,478,아파트,경기도,3.0,0.0,3.0,629.0,951.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.74884041841004,87633915.81589958,582199.1871966528
2022,C2255,560,아파트,충청남도,2.0,0.0,2.0,400.0,410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.60489285714286,14176458.57142857,101709.53571428571
2028,C1343,600,아파트,경기도,8.0,1.0,4.0,528.0,549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.07758333333333,22975891.666666668,210760.3
2037,C1987,291,아파트,부산광역시,26.0,3.0,4.0,257.0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09982817869416,46384621.993127145,385857.21649484534
2043,C2479,679,아파트,경기도,13.0,0.0,2.0,615.0,647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.27618556701031,31036259.20471281,268459.13107511046
2050,C2352,1065,아파트,서울특별시,7.0,0.0,4.0,879.0,793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4737558685446,26451523.943661973,266438.9671361502
2060,C1310,1037,아파트,강원도,17.0,0.0,6.0,936.0,1084.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.56351012536162,16826540.98360656,140237.0588235294
2069,C1738,715,아파트,경상남도,13.0,0.0,3.0,582.0,682.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.71998601398601,15089556.643356644,120311.59440559441
2073,C1039,790,아파트,서울특별시,13.0,0.0,3.0,673.0,645.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.10082278481013,19791394.93670886,180892.58227848102
2084,C1863,1099,아파트,충청북도,24.0,0.0,4.0,1154.0,733.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91804367606915,18940626.933575977,156320.42766151048
2092,C1426,374,아파트,경상북도,2.0,0.0,2.0,321.0,262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.45877005347593,15494673.796791444,172429.83957219252
2097,C2659,504,아파트,경기도,3.0,1.0,3.0,438.0,365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.11373015873014,23455865.07936508,227272.34126984127
2108,C2489,1128,아파트,부산광역시,36.0,0.0,4.0,951.0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.509468085106384,23592769.5035461,285393.3510638298
2111,C2211,304,아파트,전라남도,4.0,0.0,1.0,230.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.99842105263158,9687473.684210526,89997.1052631579
2114,C2314,600,아파트,대전광역시,13.0,0.0,2.0,360.0,343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.16453333333334,12589446.666666666,133805.06666666668
2121,C1861,690,아파트,전라북도,16.0,0.0,3.0,652.0,613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.36533333333333,12156136.231884059,164142.60869565216
2125,C2389,690,아파트,충청북도,21.0,0.0,3.0,694.0,561.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99652173913043,13077978.260869564,108324.13043478261
2131,C1490,749,아파트,충청북도,24.0,0.0,3.0,759.0,899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.14189136181577,33664559.29906542,401756.7196261682
2135,C1024,680,아파트,서울특별시,2.0,0.0,3.0,877.0,957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.55221086764706,91864036.21029411,879892.6605147058
2145,C1788,376,아파트,경상남도,28.0,0.0,3.0,380.0,412.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.38468085106383,33840425.5319149,374574.4680851064
2147,C1740,783,아파트,경상북도,29.0,0.0,6.0,978.0,979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.56299190293741,34605133.333333336,474094.19923371647
2151,C2620,1029,아파트,전라남도,28.0,0.0,6.0,1061.0,1709.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.99953362487852,31442183.659863945,534916.7201166181
2156,C1286,919,아파트,전라남도,27.0,0.0,2.0,988.0,881.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.85830250272035,33945048.96626768,578509.2491838955
2159,C1089,368,아파트,전라남도,14.0,0.0,2.0,285.0,309.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.175353260869564,11091478.260869564,100418.58695652174
2165,C2237,70,아파트,충청남도,7.0,0.0,2.0,50.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.93314285714286,9183657.142857144,62653.142857142855
2168,C1341,922,아파트,광주광역시,7.0,0.0,1.0,731.0,442.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.432190889370936,14124980.477223428,152060.75921908894
2177,C1338,622,아파트,부산광역시,13.0,1.0,3.0,551.0,551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.248842443729906,27136819.93569132,226095.46623794214
2187,C2405,600,아파트,경상남도,22.0,0.0,8.0,728.0,1240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.70661919999999,41707710.721666664,624576.6174
2190,C1969,1366,아파트,대구광역시,29.0,0.0,2.0,1192.0,886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.852811127379205,13017891.654465593,175735.79795021962
2196,C2274,1122,아파트,충청북도,34.0,0.0,3.0,1182.0,713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.39424242424242,17727262.03208556,148399.42959001783
2203,C1699,752,아파트,경기도,7.0,0.0,7.0,680.0,606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.99452127659575,29343167.55319149,263969.49468085106
2210,C2251,886,아파트,경기도,16.0,0.0,3.0,809.0,870.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.39819413092551,31167602.708803613,260215.7336343115
2221,C1340,552,아파트,전라북도,21.0,0.0,3.0,523.0,410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.11405797101449,11754536.231884059,185103.6231884058
2226,C2373,850,아파트,제주특별자치도,9.0,0.0,5.0,948.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.487435294117645,19647964.70588235,216273.50588235294
2232,C1455,432,아파트,강원도,2.0,0.0,5.0,349.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.005462962962966,10792194.444444444,176163.42592592593
2235,C2137,960,아파트,경상북도,30.0,0.0,8.0,876.0,752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.604375,55213812.5,127973.125
2238,C1985,874,아파트,전라남도,28.0,0.0,4.0,722.0,630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.12732265446224,16119686.498855835,223209.33638443935
2242,C2583,1106,아파트,대전광역시,21.0,0.0,2.0,752.0,982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.76171790235082,12732233.273056058,176994.99095840869
2253,C2663,772,아파트,경기도,14.0,0.0,3.0,700.0,652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83259067357513,31629860.103626944,275355.4922279793
2259,C2450,483,아파트,경기도,8.0,0.0,5.0,437.0,451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.626708074534164,29685960.66252588,276084.86542443064
2265,C2329,1028,아파트,대구광역시,24.0,0.0,5.0,973.0,821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.21933852140077,17039443.579766538,250171.67315175096
2269,C1834,326,아파트,강원도,4.0,0.0,1.0,268.0,255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.71852760736196,10482030.674846625,154910.49079754602
2272,C1848,532,아파트,광주광역시,9.0,0.0,3.0,660.0,625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.603383458646626,38621650.375939846,494979.36090225563
2277,C1743,791,아파트,대구광역시,16.0,1.0,1.0,944.0,1653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.80130214917826,39911504.42477876,518470.2907711757
2284,C1350,1401,아파트,대전광역시,2.0,0.0,6.0,1636.0,2315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.79416845110633,23266693.076374017,153542.09850107066
2297,C1402,344,아파트,충청북도,16.0,0.0,2.0,344.0,498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.00886627906978,48244186.04651163,480697.67441860464
2302,C1103,935,아파트,강원도,31.0,0.0,2.0,939.0,787.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25327272727272,14811838.502673797,211857.2834224599
2306,C1129,1444,아파트,경기도,2.0,1.0,10.0,1275.0,1668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.47087950138505,49310526.315789476,498584.2105263158
2314,C1027,452,아파트,경상남도,21.0,0.0,5.0,461.0,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.34168141592921,19396278.761061948,254986.76991150444
2319,C2377,1105,아파트,경상남도,22.0,0.0,3.0,1110.0,579.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.49614479638008,19042975.56561086,252127.13122171946
2325,C2661,354,아파트,제주특별자치도,12.0,0.0,6.0,297.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.961129943502826,12626841.807909604,180142.99435028248
2328,C1263,268,아파트,충청북도,4.0,0.0,5.0,214.0,217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.188805970149254,8841014.925373135,130981.94029850746
2333,C1136,984,아파트,경기도,31.0,0.0,19.0,865.0,763.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.512601626016256,61508073.17073171,137799.1463414634
2337,C2605,624,아파트,강원도,6.0,0.0,3.0,535.0,572.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.11801282051282,18127955.128205128,206377.59615384616
2340,C2393,1546,아파트,경기도,1.0,1.0,2.0,1176.0,922.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.817399741267785,20368135.834411383,196544.20439844762
2353,C1673,640,아파트,충청북도,22.0,0.0,1.0,549.0,526.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7034375,12062281.25,163838.125
2358,C1017,1460,아파트,대전광역시,27.0,0.0,2.0,1534.0,1246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.41942465753425,21237783.561643835,240705.53424657535
2361,C2539,396,아파트,충청남도,8.0,0.0,2.0,237.0,228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.43676767676767,14218949.494949495,117208.9898989899
2367,C1933,1022,아파트,광주광역시,8.0,0.0,3.0,1202.0,1730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.01731898238748,38469667.318982385,543131.1154598825
2373,C2316,1126,아파트,대구광역시,36.0,0.0,4.0,983.0,712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.13186500888099,11383380.106571937,195695.57726465364
2377,C2414,924,아파트,충청북도,13.0,0.0,4.0,986.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.97811688311688,30709000.0,270660.0
2381,C1301,340,아파트,대구광역시,19.0,0.0,4.0,320.0,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48176470588235,12292117.647058824,163922.35294117648
2384,C1700,922,아파트,대구광역시,39.0,0.0,2.0,804.0,979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.99212581344902,25036876.355748374,398980.4772234273
2387,C1636,632,아파트,경기도,7.0,0.0,20.0,750.0,946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.92642405063292,76765822.78481013,621898.7341772151
2391,C2612,1684,아파트,세종특별자치시,27.0,0.0,2.0,1689.0,1832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.03862232779097,14919596.19952494,193195.9619952494
2395,C1757,794,아파트,부산광역시,13.0,2.0,4.0,676.0,508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3015113350126,25987226.70025189,249556.0453400504
2399,C2507,1454,아파트,경기도,4.0,0.0,4.0,880.0,763.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.778638239339756,15531237.96423659,162089.5735900963
2417,C1163,316,아파트,경상북도,20.0,0.0,2.0,239.0,326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.39784810126583,10917265.82278481,198802.6582278481
2420,C2627,580,아파트,전라남도,18.0,0.0,2.0,378.0,404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.800999999999995,10254244.827586208,121929.8275862069
2426,C2040,198,아파트,충청북도,11.0,0.0,2.0,200.0,336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.47,55575757.57575758,540606.0606060605
2428,C2609,556,아파트,제주특별자치도,17.0,0.0,2.0,490.0,555.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.41244604316547,14397798.56115108,204462.30215827338
2431,C2001,540,아파트,경기도,10.0,0.0,8.0,500.0,417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.739148148148146,14871851.851851853,160700.0
2436,C1065,938,아파트,경상북도,37.0,0.0,3.0,1117.0,1255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.075437100213215,14613040.51172708,194887.526652452
2439,C1363,2568,아파트,경기도,11.0,0.0,6.0,1798.0,2550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.023263239875384,27705530.373831775,196367.80373831774
2453,C2579,1058,아파트,경기도,16.0,0.0,4.0,956.0,751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.572277882797735,28010896.030245747,215035.4820415879
2459,C1048,368,아파트,경기도,15.0,0.0,3.0,333.0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.26652173913043,26719869.56521739,217156.52173913043
2462,C1210,1088,아파트,대구광역시,39.0,0.0,4.0,773.0,586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.103676470588233,25390294.11764706,137525.90073529413
